file_name,dataset,model_type,seed,epsilon,verifier,property,result
MNIST_0.008_7746.out,MNIST,prune_0.85,80,0.008,abc,46,0
MNIST_0.006_6493.out,MNIST,prune_0.8,50,0.006,abc,93,1
MNIST_0.007_3685.out,MNIST,prune_0.6,70,0.007,abc,85,1
MNIST_0.006_4054.out,MNIST,prune_0.7,10,0.006,abc,54,1
MNIST_0.006_5516.out,MNIST,prune_0.75,60,0.006,abc,16,1
MNIST_0.007_3415.out,MNIST,prune_0.6,50,0.007,abc,15,1
MNIST_0.006_880.out,MNIST,baseline,90,0.006,abc,80,1
MNIST_0.008_6728.out,MNIST,prune_0.8,80,0.008,abc,28,0
MNIST_0.008_6075.out,MNIST,prune_0.8,10,0.008,abc,75,0
MNIST_0.006_8360.out,MNIST,prune_0.9,40,0.006,abc,60,1
MNIST_0.007_4195.out,MNIST,prune_0.7,20,0.007,abc,95,1
MNIST_0.007_864.out,MNIST,baseline,90,0.007,abc,64,1
MNIST_0.006_5378.out,MNIST,prune_0.75,40,0.006,abc,78,0
MNIST_0.006_6284.out,MNIST,prune_0.8,30,0.006,abc,84,1
MNIST_0.007_2272.out,MNIST,prune_0.4,30,0.007,abc,72,1
MNIST_0.007_3442.out,MNIST,prune_0.6,50,0.007,abc,42,1
MNIST_0.006_3842.out,MNIST,prune_0.6,90,0.006,abc,42,1
MNIST_0.006_7850.out,MNIST,prune_0.85,90,0.006,abc,50,1
MNIST_0.008_2373.out,MNIST,prune_0.4,40,0.008,abc,73,0
MNIST_0.007_6294.out,MNIST,prune_0.8,30,0.007,abc,94,0
MNIST_0.008_6742.out,MNIST,prune_0.8,80,0.008,abc,42,0
MNIST_0.007_5486.out,MNIST,prune_0.75,50,0.007,abc,86,1
MNIST_0.007_4797.out,MNIST,prune_0.7,80,0.007,abc,97,0
MNIST_0.008_5907.out,MNIST,prune_0.75,100,0.008,abc,7,0
MNIST_0.006_1899.out,MNIST,prune_0.2,90,0.006,abc,99,1
MNIST_0.006_5200.out,MNIST,prune_0.75,30,0.006,abc,0,1
MNIST_0.006_6173.out,MNIST,prune_0.8,20,0.006,abc,73,0
MNIST_0.006_778.out,MNIST,baseline,80,0.006,abc,78,1
MNIST_0.008_5270.out,MNIST,prune_0.75,30,0.008,abc,70,0
MNIST_0.007_7903.out,MNIST,prune_0.85,100,0.007,abc,3,0
MNIST_0.007_1189.out,MNIST,prune_0.2,20,0.007,abc,89,0
MNIST_0.007_4087.out,MNIST,prune_0.7,10,0.007,abc,87,0
MNIST_0.008_4256.out,MNIST,prune_0.7,30,0.008,abc,56,1
MNIST_0.006_6823.out,MNIST,prune_0.8,90,0.006,abc,23,0
MNIST_0.008_3850.out,MNIST,prune_0.6,90,0.008,abc,50,0
MNIST_0.006_5293.out,MNIST,prune_0.75,30,0.006,abc,93,1
MNIST_0.008_1006.out,MNIST,prune_0.2,10,0.008,abc,6,1
MNIST_0.007_733.out,MNIST,baseline,80,0.007,abc,33,1
MNIST_0.008_3428.out,MNIST,prune_0.6,50,0.008,abc,28,1
MNIST_0.006_6414.out,MNIST,prune_0.8,50,0.006,abc,14,1
MNIST_0.008_2299.out,MNIST,prune_0.4,30,0.008,abc,99,1
MNIST_0.007_7781.out,MNIST,prune_0.85,80,0.007,abc,81,1
MNIST_0.007_2063.out,MNIST,prune_0.4,10,0.007,abc,63,1
MNIST_0.008_4065.out,MNIST,prune_0.7,10,0.008,abc,65,0
MNIST_0.006_4046.out,MNIST,prune_0.7,10,0.006,abc,46,1
MNIST_0.006_8081.out,MNIST,prune_0.9,10,0.006,abc,81,1
MNIST_0.007_5603.out,MNIST,prune_0.75,70,0.007,abc,3,0
MNIST_0.008_6714.out,MNIST,prune_0.8,80,0.008,abc,14,0
MNIST_0.006_8380.out,MNIST,prune_0.9,40,0.006,abc,80,0
MNIST_0.008_1279.out,MNIST,prune_0.2,30,0.008,abc,79,1
MNIST_0.008_6695.out,MNIST,prune_0.8,70,0.008,abc,95,0
MNIST_0.006_803.out,MNIST,baseline,90,0.006,abc,3,1
MNIST_0.008_2762.out,MNIST,prune_0.4,80,0.008,abc,62,0
MNIST_0.006_7370.out,MNIST,prune_0.85,40,0.006,abc,70,1
MNIST_0.007_1232.out,MNIST,prune_0.2,30,0.007,abc,32,1
MNIST_0.006_1048.out,MNIST,prune_0.2,10,0.006,abc,48,1
MNIST_0.006_2274.out,MNIST,prune_0.4,30,0.006,abc,74,1
MNIST_0.007_7880.out,MNIST,prune_0.85,90,0.007,abc,80,0
MNIST_0.006_460.out,MNIST,baseline,50,0.006,abc,60,1
MNIST_0.008_702.out,MNIST,baseline,80,0.008,abc,2,1
MNIST_0.008_3067.out,MNIST,prune_0.6,10,0.008,abc,67,0
MNIST_0.006_3436.out,MNIST,prune_0.6,50,0.006,abc,36,1
MNIST_0.007_8038.out,MNIST,prune_0.9,10,0.007,abc,38,0
MNIST_0.008_4884.out,MNIST,prune_0.7,90,0.008,abc,84,1
MNIST_0.007_7812.out,MNIST,prune_0.85,90,0.007,abc,12,0
MNIST_0.006_7996.out,MNIST,prune_0.85,100,0.006,abc,96,0
MNIST_0.008_2573.out,MNIST,prune_0.4,60,0.008,abc,73,0
MNIST_0.006_8092.out,MNIST,prune_0.9,10,0.006,abc,92,0
MNIST_0.007_5251.out,MNIST,prune_0.75,30,0.007,abc,51,1
MNIST_0.008_6595.out,MNIST,prune_0.8,60,0.008,abc,95,0
MNIST_0.007_59.out,MNIST,baseline,10,0.007,abc,59,0
MNIST_0.007_2226.out,MNIST,prune_0.4,30,0.007,abc,26,1
MNIST_0.006_3479.out,MNIST,prune_0.6,50,0.006,abc,79,1
MNIST_0.006_7169.out,MNIST,prune_0.85,20,0.006,abc,69,1
MNIST_0.007_1969.out,MNIST,prune_0.2,100,0.007,abc,69,1
MNIST_0.008_8198.out,MNIST,prune_0.9,20,0.008,abc,98,0
MNIST_0.008_2597.out,MNIST,prune_0.4,60,0.008,abc,97,0
MNIST_0.007_7872.out,MNIST,prune_0.85,90,0.007,abc,72,1
MNIST_0.007_5485.out,MNIST,prune_0.75,50,0.007,abc,85,1
MNIST_0.008_153.out,MNIST,baseline,20,0.008,abc,53,1
MNIST_0.008_68.out,MNIST,baseline,10,0.008,abc,68,1
MNIST_0.008_4690.out,MNIST,prune_0.7,70,0.008,abc,90,0
MNIST_0.008_1617.out,MNIST,prune_0.2,70,0.008,abc,17,1
MNIST_0.008_6060.out,MNIST,prune_0.8,10,0.008,abc,60,0
MNIST_0.007_7813.out,MNIST,prune_0.85,90,0.007,abc,13,0
MNIST_0.006_631.out,MNIST,baseline,70,0.006,abc,31,1
MNIST_0.006_2916.out,MNIST,prune_0.4,100,0.006,abc,16,1
MNIST_0.007_10.out,MNIST,baseline,10,0.007,abc,10,1
MNIST_0.006_3027.out,MNIST,prune_0.6,10,0.006,abc,27,1
MNIST_0.007_7896.out,MNIST,prune_0.85,90,0.007,abc,96,0
MNIST_0.007_8110.out,MNIST,prune_0.9,20,0.007,abc,10,1
MNIST_0.008_7568.out,MNIST,prune_0.85,60,0.008,abc,68,1
MNIST_0.008_1697.out,MNIST,prune_0.2,70,0.008,abc,97,0
MNIST_0.008_7078.out,MNIST,prune_0.85,10,0.008,abc,78,0
MNIST_0.008_4618.out,MNIST,prune_0.7,70,0.008,abc,18,0
MNIST_0.008_3822.out,MNIST,prune_0.6,90,0.008,abc,22,0
MNIST_0.007_5170.out,MNIST,prune_0.75,20,0.007,abc,70,1
MNIST_0.007_3085.out,MNIST,prune_0.6,10,0.007,abc,85,1
MNIST_0.008_3796.out,MNIST,prune_0.6,80,0.008,abc,96,0
MNIST_0.006_1647.out,MNIST,prune_0.2,70,0.006,abc,47,1
MNIST_0.006_1831.out,MNIST,prune_0.2,90,0.006,abc,31,1
MNIST_0.008_2682.out,MNIST,prune_0.4,70,0.008,abc,82,1
MNIST_0.008_6411.out,MNIST,prune_0.8,50,0.008,abc,11,0
MNIST_0.007_2199.out,MNIST,prune_0.4,20,0.007,abc,99,1
MNIST_0.008_7331.out,MNIST,prune_0.85,40,0.008,abc,31,0
MNIST_0.006_2523.out,MNIST,prune_0.4,60,0.006,abc,23,1
MNIST_0.007_3639.out,MNIST,prune_0.6,70,0.007,abc,39,1
MNIST_0.008_1252.out,MNIST,prune_0.2,30,0.008,abc,52,1
MNIST_0.008_3570.out,MNIST,prune_0.6,60,0.008,abc,70,1
MNIST_0.007_1731.out,MNIST,prune_0.2,80,0.007,abc,31,0
MNIST_0.008_5262.out,MNIST,prune_0.75,30,0.008,abc,62,0
MNIST_0.007_6191.out,MNIST,prune_0.8,20,0.007,abc,91,1
MNIST_0.006_4991.out,MNIST,prune_0.7,100,0.006,abc,91,1
MNIST_0.008_4812.out,MNIST,prune_0.7,90,0.008,abc,12,0
MNIST_0.006_731.out,MNIST,baseline,80,0.006,abc,31,1
MNIST_0.008_946.out,MNIST,baseline,100,0.008,abc,46,0
MNIST_0.008_2097.out,MNIST,prune_0.4,10,0.008,abc,97,0
MNIST_0.008_5241.out,MNIST,prune_0.75,30,0.008,abc,41,0
MNIST_0.006_6892.out,MNIST,prune_0.8,90,0.006,abc,92,0
MNIST_0.007_5118.out,MNIST,prune_0.75,20,0.007,abc,18,0
MNIST_0.007_7562.out,MNIST,prune_0.85,60,0.007,abc,62,0
MNIST_0.007_2600.out,MNIST,prune_0.4,70,0.007,abc,0,1
MNIST_0.006_7572.out,MNIST,prune_0.85,60,0.006,abc,72,1
MNIST_0.008_3936.out,MNIST,prune_0.6,100,0.008,abc,36,0
MNIST_0.008_2376.out,MNIST,prune_0.4,40,0.008,abc,76,1
MNIST_0.006_2826.out,MNIST,prune_0.4,90,0.006,abc,26,1
MNIST_0.008_976.out,MNIST,baseline,100,0.008,abc,76,0
MNIST_0.006_3404.out,MNIST,prune_0.6,50,0.006,abc,4,1
MNIST_0.007_1304.out,MNIST,prune_0.2,40,0.007,abc,4,1
MNIST_0.006_2618.out,MNIST,prune_0.4,70,0.006,abc,18,0
MNIST_0.006_1132.out,MNIST,prune_0.2,20,0.006,abc,32,1
MNIST_0.008_892.out,MNIST,baseline,90,0.008,abc,92,0
MNIST_0.008_4497.out,MNIST,prune_0.7,50,0.008,abc,97,0
MNIST_0.007_691.out,MNIST,baseline,70,0.007,abc,91,1
MNIST_0.007_4086.out,MNIST,prune_0.7,10,0.007,abc,86,1
MNIST_0.008_4062.out,MNIST,prune_0.7,10,0.008,abc,62,0
MNIST_0.006_7567.out,MNIST,prune_0.85,60,0.006,abc,67,1
MNIST_0.006_7588.out,MNIST,prune_0.85,60,0.006,abc,88,1
MNIST_0.006_8599.out,MNIST,prune_0.9,60,0.006,abc,99,1
MNIST_0.007_7253.out,MNIST,prune_0.85,30,0.007,abc,53,0
MNIST_0.007_406.out,MNIST,baseline,50,0.007,abc,6,1
MNIST_0.007_6666.out,MNIST,prune_0.8,70,0.007,abc,66,1
MNIST_0.006_2454.out,MNIST,prune_0.4,50,0.006,abc,54,1
MNIST_0.007_6518.out,MNIST,prune_0.8,60,0.007,abc,18,1
MNIST_0.008_5589.out,MNIST,prune_0.75,60,0.008,abc,89,1
MNIST_0.008_6739.out,MNIST,prune_0.8,80,0.008,abc,39,0
MNIST_0.008_2975.out,MNIST,prune_0.4,100,0.008,abc,75,1
MNIST_0.008_1733.out,MNIST,prune_0.2,80,0.008,abc,33,0
MNIST_0.008_6607.out,MNIST,prune_0.8,70,0.008,abc,7,0
MNIST_0.006_7722.out,MNIST,prune_0.85,80,0.006,abc,22,0
MNIST_0.008_6996.out,MNIST,prune_0.8,100,0.008,abc,96,0
MNIST_0.007_94.out,MNIST,baseline,10,0.007,abc,94,1
MNIST_0.007_8706.out,MNIST,prune_0.9,80,0.007,abc,6,0
MNIST_0.006_3840.out,MNIST,prune_0.6,90,0.006,abc,40,1
MNIST_0.008_2301.out,MNIST,prune_0.4,40,0.008,abc,1,1
MNIST_0.006_3191.out,MNIST,prune_0.6,20,0.006,abc,91,1
MNIST_0.006_1047.out,MNIST,prune_0.2,10,0.006,abc,47,1
MNIST_0.007_3516.out,MNIST,prune_0.6,60,0.007,abc,16,1
MNIST_0.006_408.out,MNIST,baseline,50,0.006,abc,8,1
MNIST_0.008_2997.out,MNIST,prune_0.4,100,0.008,abc,97,0
MNIST_0.006_7715.out,MNIST,prune_0.85,80,0.006,abc,15,0
MNIST_0.006_6851.out,MNIST,prune_0.8,90,0.006,abc,51,1
MNIST_0.006_5723.out,MNIST,prune_0.75,80,0.006,abc,23,1
MNIST_0.006_8687.out,MNIST,prune_0.9,70,0.006,abc,87,0
MNIST_0.007_818.out,MNIST,baseline,90,0.007,abc,18,0
MNIST_0.008_6081.out,MNIST,prune_0.8,10,0.008,abc,81,1
MNIST_0.007_6820.out,MNIST,prune_0.8,90,0.007,abc,20,0
MNIST_0.008_1041.out,MNIST,prune_0.2,10,0.008,abc,41,0
MNIST_0.007_1287.out,MNIST,prune_0.2,30,0.007,abc,87,0
MNIST_0.008_4780.out,MNIST,prune_0.7,80,0.008,abc,80,0
MNIST_0.007_4828.out,MNIST,prune_0.7,90,0.007,abc,28,1
MNIST_0.007_5134.out,MNIST,prune_0.75,20,0.007,abc,34,1
MNIST_0.007_6568.out,MNIST,prune_0.8,60,0.007,abc,68,1
MNIST_0.008_8462.out,MNIST,prune_0.9,50,0.008,abc,62,0
MNIST_0.006_7286.out,MNIST,prune_0.85,30,0.006,abc,86,1
MNIST_0.007_6196.out,MNIST,prune_0.8,20,0.007,abc,96,0
MNIST_0.007_154.out,MNIST,baseline,20,0.007,abc,54,1
MNIST_0.007_2518.out,MNIST,prune_0.4,60,0.007,abc,18,0
MNIST_0.008_7030.out,MNIST,prune_0.85,10,0.008,abc,30,0
MNIST_0.006_7027.out,MNIST,prune_0.85,10,0.006,abc,27,1
MNIST_0.008_1236.out,MNIST,prune_0.2,30,0.008,abc,36,1
MNIST_0.008_1807.out,MNIST,prune_0.2,90,0.008,abc,7,0
MNIST_0.007_8553.out,MNIST,prune_0.9,60,0.007,abc,53,0
MNIST_0.008_4286.out,MNIST,prune_0.7,30,0.008,abc,86,1
MNIST_0.008_4238.out,MNIST,prune_0.7,30,0.008,abc,38,0
MNIST_0.006_896.out,MNIST,baseline,90,0.006,abc,96,0
MNIST_0.008_8064.out,MNIST,prune_0.9,10,0.008,abc,64,0
MNIST_0.008_819.out,MNIST,baseline,90,0.008,abc,19,1
MNIST_0.006_3993.out,MNIST,prune_0.6,100,0.006,abc,93,1
MNIST_0.006_1222.out,MNIST,prune_0.2,30,0.006,abc,22,1
MNIST_0.007_8812.out,MNIST,prune_0.9,90,0.007,abc,12,0
MNIST_0.006_1226.out,MNIST,prune_0.2,30,0.006,abc,26,1
MNIST_0.006_4192.out,MNIST,prune_0.7,20,0.006,abc,92,1
MNIST_0.006_996.out,MNIST,baseline,100,0.006,abc,96,0
MNIST_0.006_3806.out,MNIST,prune_0.6,90,0.006,abc,6,1
MNIST_0.006_1650.out,MNIST,prune_0.2,70,0.006,abc,50,1
MNIST_0.006_4343.out,MNIST,prune_0.7,40,0.006,abc,43,1
MNIST_0.007_8119.out,MNIST,prune_0.9,20,0.007,abc,19,0
MNIST_0.006_2577.out,MNIST,prune_0.4,60,0.006,abc,77,1
MNIST_0.008_4284.out,MNIST,prune_0.7,30,0.008,abc,84,1
MNIST_0.007_3276.out,MNIST,prune_0.6,30,0.007,abc,76,1
MNIST_0.008_6858.out,MNIST,prune_0.8,90,0.008,abc,58,0
MNIST_0.007_1512.out,MNIST,prune_0.2,60,0.007,abc,12,1
MNIST_0.006_8988.out,MNIST,prune_0.9,100,0.006,abc,88,1
MNIST_0.008_8809.out,MNIST,prune_0.9,90,0.008,abc,9,0
MNIST_0.007_1506.out,MNIST,prune_0.2,60,0.007,abc,6,1
MNIST_0.007_3555.out,MNIST,prune_0.6,60,0.007,abc,55,1
MNIST_0.006_7015.out,MNIST,prune_0.85,10,0.006,abc,15,1
MNIST_0.006_3261.out,MNIST,prune_0.6,30,0.006,abc,61,1
MNIST_0.008_8018.out,MNIST,prune_0.9,10,0.008,abc,18,0
MNIST_0.006_3447.out,MNIST,prune_0.6,50,0.006,abc,47,1
MNIST_0.008_635.out,MNIST,baseline,70,0.008,abc,35,0
MNIST_0.007_7216.out,MNIST,prune_0.85,30,0.007,abc,16,1
MNIST_0.008_8334.out,MNIST,prune_0.9,40,0.008,abc,34,0
MNIST_0.007_5825.out,MNIST,prune_0.75,90,0.007,abc,25,1
MNIST_0.006_3922.out,MNIST,prune_0.6,100,0.006,abc,22,1
MNIST_0.007_6307.out,MNIST,prune_0.8,40,0.007,abc,7,0
MNIST_0.007_3963.out,MNIST,prune_0.6,100,0.007,abc,63,1
MNIST_0.007_2447.out,MNIST,prune_0.4,50,0.007,abc,47,1
MNIST_0.007_7898.out,MNIST,prune_0.85,90,0.007,abc,98,0
MNIST_0.007_7231.out,MNIST,prune_0.85,30,0.007,abc,31,0
MNIST_0.007_1116.out,MNIST,prune_0.2,20,0.007,abc,16,1
MNIST_0.007_2354.out,MNIST,prune_0.4,40,0.007,abc,54,1
MNIST_0.007_7131.out,MNIST,prune_0.85,20,0.007,abc,31,0
MNIST_0.007_1618.out,MNIST,prune_0.2,70,0.007,abc,18,0
MNIST_0.008_7491.out,MNIST,prune_0.85,50,0.008,abc,91,0
MNIST_0.007_3333.out,MNIST,prune_0.6,40,0.007,abc,33,0
MNIST_0.006_3099.out,MNIST,prune_0.6,10,0.006,abc,99,1
MNIST_0.006_7903.out,MNIST,prune_0.85,100,0.006,abc,3,0
MNIST_0.008_6534.out,MNIST,prune_0.8,60,0.008,abc,34,0
MNIST_0.007_4940.out,MNIST,prune_0.7,100,0.007,abc,40,0
MNIST_0.006_6392.out,MNIST,prune_0.8,40,0.006,abc,92,0
MNIST_0.007_2110.out,MNIST,prune_0.4,20,0.007,abc,10,1
MNIST_0.007_5579.out,MNIST,prune_0.75,60,0.007,abc,79,1
MNIST_0.007_3807.out,MNIST,prune_0.6,90,0.007,abc,7,0
MNIST_0.006_8556.out,MNIST,prune_0.9,60,0.006,abc,56,1
MNIST_0.008_6707.out,MNIST,prune_0.8,80,0.008,abc,7,0
MNIST_0.007_2257.out,MNIST,prune_0.4,30,0.007,abc,57,1
MNIST_0.006_7496.out,MNIST,prune_0.85,50,0.006,abc,96,0
MNIST_0.006_8872.out,MNIST,prune_0.9,90,0.006,abc,72,1
MNIST_0.008_7025.out,MNIST,prune_0.85,10,0.008,abc,25,0
MNIST_0.008_2585.out,MNIST,prune_0.4,60,0.008,abc,85,1
MNIST_0.007_4635.out,MNIST,prune_0.7,70,0.007,abc,35,1
MNIST_0.008_7303.out,MNIST,prune_0.85,40,0.008,abc,3,0
MNIST_0.006_3564.out,MNIST,prune_0.6,60,0.006,abc,64,1
MNIST_0.008_4530.out,MNIST,prune_0.7,60,0.008,abc,30,1
MNIST_0.006_3052.out,MNIST,prune_0.6,10,0.006,abc,52,1
MNIST_0.008_1912.out,MNIST,prune_0.2,100,0.008,abc,12,0
MNIST_0.007_6340.out,MNIST,prune_0.8,40,0.007,abc,40,0
MNIST_0.006_6956.out,MNIST,prune_0.8,100,0.006,abc,56,1
MNIST_0.007_7225.out,MNIST,prune_0.85,30,0.007,abc,25,1
MNIST_0.008_8378.out,MNIST,prune_0.9,40,0.008,abc,78,0
MNIST_0.006_1209.out,MNIST,prune_0.2,30,0.006,abc,9,1
MNIST_0.006_210.out,MNIST,baseline,30,0.006,abc,10,1
MNIST_0.008_482.out,MNIST,baseline,50,0.008,abc,82,1
MNIST_0.006_982.out,MNIST,baseline,100,0.006,abc,82,1
MNIST_0.007_7681.out,MNIST,prune_0.85,70,0.007,abc,81,1
MNIST_0.008_7536.out,MNIST,prune_0.85,60,0.008,abc,36,0
MNIST_0.007_2083.out,MNIST,prune_0.4,10,0.007,abc,83,1
MNIST_0.008_5657.out,MNIST,prune_0.75,70,0.008,abc,57,0
MNIST_0.006_3363.out,MNIST,prune_0.6,40,0.006,abc,63,1
MNIST_0.006_8567.out,MNIST,prune_0.9,60,0.006,abc,67,0
MNIST_0.007_7839.out,MNIST,prune_0.85,90,0.007,abc,39,0
MNIST_0.007_3486.out,MNIST,prune_0.6,50,0.007,abc,86,1
MNIST_0.006_2452.out,MNIST,prune_0.4,50,0.006,abc,52,1
MNIST_0.008_239.out,MNIST,baseline,30,0.008,abc,39,0
MNIST_0.006_7913.out,MNIST,prune_0.85,100,0.006,abc,13,1
MNIST_0.006_986.out,MNIST,baseline,100,0.006,abc,86,1
MNIST_0.007_4804.out,MNIST,prune_0.7,90,0.007,abc,4,0
MNIST_0.008_1505.out,MNIST,prune_0.2,60,0.008,abc,5,0
MNIST_0.006_3143.out,MNIST,prune_0.6,20,0.006,abc,43,0
MNIST_0.008_1227.out,MNIST,prune_0.2,30,0.008,abc,27,1
MNIST_0.007_3531.out,MNIST,prune_0.6,60,0.007,abc,31,1
MNIST_0.006_988.out,MNIST,baseline,100,0.006,abc,88,1
MNIST_0.008_8847.out,MNIST,prune_0.9,90,0.008,abc,47,0
MNIST_0.008_4138.out,MNIST,prune_0.7,20,0.008,abc,38,0
MNIST_0.008_5667.out,MNIST,prune_0.75,70,0.008,abc,67,0
MNIST_0.008_4333.out,MNIST,prune_0.7,40,0.008,abc,33,0
MNIST_0.006_624.out,MNIST,baseline,70,0.006,abc,24,1
MNIST_0.006_1456.out,MNIST,prune_0.2,50,0.006,abc,56,1
MNIST_0.007_5201.out,MNIST,prune_0.75,30,0.007,abc,1,1
MNIST_0.008_6454.out,MNIST,prune_0.8,50,0.008,abc,54,1
MNIST_0.006_8612.out,MNIST,prune_0.9,70,0.006,abc,12,1
MNIST_0.006_333.out,MNIST,baseline,40,0.006,abc,33,0
MNIST_0.006_7902.out,MNIST,prune_0.85,100,0.006,abc,2,0
MNIST_0.006_6862.out,MNIST,prune_0.8,90,0.006,abc,62,0
MNIST_0.006_4405.out,MNIST,prune_0.7,50,0.006,abc,5,1
MNIST_0.008_8158.out,MNIST,prune_0.9,20,0.008,abc,58,0
MNIST_0.006_360.out,MNIST,baseline,40,0.006,abc,60,1
MNIST_0.008_32.out,MNIST,baseline,10,0.008,abc,32,1
MNIST_0.008_4944.out,MNIST,prune_0.7,100,0.008,abc,44,0
MNIST_0.006_5225.out,MNIST,prune_0.75,30,0.006,abc,25,1
MNIST_0.006_5748.out,MNIST,prune_0.75,80,0.006,abc,48,1
MNIST_0.006_1526.out,MNIST,prune_0.2,60,0.006,abc,26,1
MNIST_0.008_2735.out,MNIST,prune_0.4,80,0.008,abc,35,1
MNIST_0.006_3322.out,MNIST,prune_0.6,40,0.006,abc,22,1
MNIST_0.007_4458.out,MNIST,prune_0.7,50,0.007,abc,58,1
MNIST_0.007_5008.out,MNIST,prune_0.75,10,0.007,abc,8,0
MNIST_0.006_7159.out,MNIST,prune_0.85,20,0.006,abc,59,0
MNIST_0.007_1968.out,MNIST,prune_0.2,100,0.007,abc,68,1
MNIST_0.006_1438.out,MNIST,prune_0.2,50,0.006,abc,38,0
MNIST_0.008_3912.out,MNIST,prune_0.6,100,0.008,abc,12,0
MNIST_0.007_7511.out,MNIST,prune_0.85,60,0.007,abc,11,1
MNIST_0.006_577.out,MNIST,baseline,60,0.006,abc,77,1
MNIST_0.007_6220.out,MNIST,prune_0.8,30,0.007,abc,20,1
MNIST_0.007_1882.out,MNIST,prune_0.2,90,0.007,abc,82,1
MNIST_0.008_7061.out,MNIST,prune_0.85,10,0.008,abc,61,0
MNIST_0.006_1714.out,MNIST,prune_0.2,80,0.006,abc,14,1
MNIST_0.006_6270.out,MNIST,prune_0.8,30,0.006,abc,70,1
MNIST_0.006_5823.out,MNIST,prune_0.75,90,0.006,abc,23,1
MNIST_0.006_1982.out,MNIST,prune_0.2,100,0.006,abc,82,1
MNIST_0.008_7963.out,MNIST,prune_0.85,100,0.008,abc,63,0
MNIST_0.008_1834.out,MNIST,prune_0.2,90,0.008,abc,34,1
MNIST_0.008_235.out,MNIST,baseline,30,0.008,abc,35,1
MNIST_0.008_2030.out,MNIST,prune_0.4,10,0.008,abc,30,1
MNIST_0.007_7591.out,MNIST,prune_0.85,60,0.007,abc,91,1
MNIST_0.006_4691.out,MNIST,prune_0.7,70,0.006,abc,91,1
MNIST_0.006_4712.out,MNIST,prune_0.7,80,0.006,abc,12,1
MNIST_0.006_5505.out,MNIST,prune_0.75,60,0.006,abc,5,1
MNIST_0.006_2198.out,MNIST,prune_0.4,20,0.006,abc,98,1
MNIST_0.007_7226.out,MNIST,prune_0.85,30,0.007,abc,26,0
MNIST_0.007_6653.out,MNIST,prune_0.8,70,0.007,abc,53,0
MNIST_0.007_889.out,MNIST,baseline,90,0.007,abc,89,1
MNIST_0.007_3211.out,MNIST,prune_0.6,30,0.007,abc,11,1
MNIST_0.006_5219.out,MNIST,prune_0.75,30,0.006,abc,19,1
MNIST_0.006_3676.out,MNIST,prune_0.6,70,0.006,abc,76,1
MNIST_0.008_7989.out,MNIST,prune_0.85,100,0.008,abc,89,0
MNIST_0.006_87.out,MNIST,baseline,10,0.006,abc,87,1
MNIST_0.006_1686.out,MNIST,prune_0.2,70,0.006,abc,86,1
MNIST_0.007_2462.out,MNIST,prune_0.4,50,0.007,abc,62,0
MNIST_0.006_757.out,MNIST,baseline,80,0.006,abc,57,1
MNIST_0.007_8438.out,MNIST,prune_0.9,50,0.007,abc,38,0
MNIST_0.006_3832.out,MNIST,prune_0.6,90,0.006,abc,32,1
MNIST_0.006_5129.out,MNIST,prune_0.75,20,0.006,abc,29,1
MNIST_0.007_3791.out,MNIST,prune_0.6,80,0.007,abc,91,1
MNIST_0.007_793.out,MNIST,baseline,80,0.007,abc,93,1
MNIST_0.007_7576.out,MNIST,prune_0.85,60,0.007,abc,76,1
MNIST_0.006_332.out,MNIST,baseline,40,0.006,abc,32,1
MNIST_0.007_7192.out,MNIST,prune_0.85,20,0.007,abc,92,0
MNIST_0.006_8101.out,MNIST,prune_0.9,20,0.006,abc,1,1
MNIST_0.006_5229.out,MNIST,prune_0.75,30,0.006,abc,29,1
MNIST_0.007_7939.out,MNIST,prune_0.85,100,0.007,abc,39,0
MNIST_0.007_2961.out,MNIST,prune_0.4,100,0.007,abc,61,1
MNIST_0.008_2877.out,MNIST,prune_0.4,90,0.008,abc,77,1
MNIST_0.007_2431.out,MNIST,prune_0.4,50,0.007,abc,31,0
MNIST_0.008_4619.out,MNIST,prune_0.7,70,0.008,abc,19,1
MNIST_0.008_3091.out,MNIST,prune_0.6,10,0.008,abc,91,1
MNIST_0.008_4645.out,MNIST,prune_0.7,70,0.008,abc,45,0
MNIST_0.008_5959.out,MNIST,prune_0.75,100,0.008,abc,59,0
MNIST_0.007_3867.out,MNIST,prune_0.6,90,0.007,abc,67,0
MNIST_0.008_7555.out,MNIST,prune_0.85,60,0.008,abc,55,1
MNIST_0.007_6095.out,MNIST,prune_0.8,10,0.007,abc,95,0
MNIST_0.008_5546.out,MNIST,prune_0.75,60,0.008,abc,46,1
MNIST_0.008_1518.out,MNIST,prune_0.2,60,0.008,abc,18,0
MNIST_0.006_3561.out,MNIST,prune_0.6,60,0.006,abc,61,1
MNIST_0.006_268.out,MNIST,baseline,30,0.006,abc,68,1
MNIST_0.007_2240.out,MNIST,prune_0.4,30,0.007,abc,40,1
MNIST_0.007_2942.out,MNIST,prune_0.4,100,0.007,abc,42,1
MNIST_0.008_7651.out,MNIST,prune_0.85,70,0.008,abc,51,0
MNIST_0.006_1841.out,MNIST,prune_0.2,90,0.006,abc,41,1
MNIST_0.008_6955.out,MNIST,prune_0.8,100,0.008,abc,55,0
MNIST_0.006_2275.out,MNIST,prune_0.4,30,0.006,abc,75,1
